,OBJECTID1,File_tag,Provider,DateOnly,Date,Date_1,Time_2,Latitude_3,Longitude_3,Address_of_incident_4,ID_of__nearest__asset_5,ID_of_nearest__polyphase__line_,Voltage_of_line_in_which__fire_,Network_categorisation_8,Type_of_primary_asset__involved,Phase_s__of__line_or__transform,Kind_of_fire_start_as_per_Claus,Location__area_12,Location_multiplier,Fire__danger__rating_13,Danger_multiplier,Product_of_multipliers,DNSP_record_number_14,OSIRIS___ESV__reference__number,Fault__description_16,Overhead_conductors,BUFF_DIST,FOR_CODE,FOR_TYPE,FOR_CAT,COVER,HEIGHT,FOREST,Elevation,STATION_ID,CODE,NAME,WeatherStation,Monthly Avg Rainfall,Monthly Mean Max Temperature,Monthly Mean Solar Exposure,Is_Fire
1396,1397,Powercor 18/203,Powercor,#VALUE!,23/03/2019,,,-36.717221,144.34961,"GOLF COURSE ROAD, WELLSFORD VIC 3551",,EHK022,22kV AC,Rural Short, - crossarm (wood),three phase,Started in or originated from a distribution system,within area delineated on plan LEGL./16-354,4.6,Very high,1.0,4.6,,20190416PWA_07 ,"Report received of a pole fire at incident location.
On arrival crew found a crossarm with the end burnt off .
There was no ground fire, no reported injuries or third party property damage.",,7.62,44,Eucalypt Medium Open,Native forest,2,2,1,200.852005,94855,YBDG,BENDIGO AWS,,#VALUE!,#VALUE!,#VALUE!,0
48,49,Ausnet 17/141,Ausnet,21/03/2018,3/21/18 15:57,43180.66458,43180.66458,-38.51852697,145.72176,"105 KORUMBURRA-INVERLOCH ROAD, KONGWAK VIC 3951",2804133.0,WGI22,22kV AC,RURAL LONG, - overhead conductor (bare; all aluminium conductor),three phase,"Started by any tree, or part of a tree, falling upon or coming into contact with a distribution system",within area delineated on plan LEGL./16-354,4.6,HIGH,0.5,2.3,232941.0,20180322SPN_02,Tree fell into overhead HV conductors.,,7.62,0,Non forest,Non forest,6,6,0,67.58852386,95881,YWON,WONTHAGGI,,24.6,24.9,16.6,0
1312,1313,Ausnet 19/128,Ausnet,15/02/2020,2/15/20 3:48,43876.15833,43876.15833,-37.22049813,145.1118198,"570 STRATH CREEK ROAD, BROADFORD VIC 3658",4703408.0,SMR22,22kV AC,RURAL LONG, - fuse (boric acid),single phase,Otherwise started by a distribution system,within electric line construction area,19.8,HIGH,0.5,9.9,,20200217SPN_01,fuse found candling due to lightning strike. no ground fire,,7.62,0,Non forest,Non forest,6,6,0,372.7655029,94860,KMG,KILMORE GAP AWS,,75.8,24.4,17.9,1
1458,1459,PowerCor 19/129,PowerCor,30/12/2019,12/30/19 0:00,43829.0,0.952083333,-36.316205,141.300366,"1004 Broughton Rd, Kaniva VIC 3419, Australia",32100682.0,NHL031,22kV AC,Rural Long, - crossarm (wood),three phase,Started in or originated from a distribution system,HBRA only,1.0,Extreme,3.5,3.5,,20191231PWA_06,"Vic Fire reported  a pole fire at the incident location. On arrival the fault crew found a HV crossarm had burned through at the kingbolt and had broken. There was no ground fire, no reported injuries or third party property damage.",,7.62,0,Non forest,Non forest,6,6,0,140.3221283,95827,YANX,YANAC AWS,,4.4,24.6,24.7,0
108,109,PowerCor 19/322,PowerCor,30/06/2020,6/30/20 0:00,44012.0,0.742361111,-38.336167,143.176136,"190 Thorntons Rd E, South Purrumbete VIC 3260",30046394.0,CDN001,22kV AC,Rural Long, - fuse (EDO fuse),three phase,Started in or originated from a distribution system,within area delineated on plan LEGL./16-354,4.6,No forecast,0.1,0.46,,20200715PWA_01,Following reports of no supply an EDO fuse was found burnt but hung up. There was no ground fire. Found during OMS data review.,,7.62,0,Non forest,Non forest,6,6,0,107.2123871,94845,YOLA,COLAC AP,,30.8,14.9,7.6,1
1068,1069,Ausnet 17/158,Ausnet,24/04/2018,4/24/18 11:03,43214.46042,43214.46042,-37.89166802,147.676191,"4 FORGE CREEK ROAD, EAGLE POINT VIC 3878",1610710.0,BDL42,22kV AC,RURAL SHORT, - fuse (boric acid),three phase,"Started by any person, bird, reptile or other animal coming into contact with a distribution system",within area delineated on plan LEGL./16-354,4.6,HIGH,0.5,2.3,233328.0,20180426SPN_01,It appears a magpie shorted out on a BA fuse unit and earth.,,7.62,0,Non forest,Non forest,6,6,0,20.13325882,94912,YBNS,BAIRNSDALE AIRPORT,,19,21.8,10.9,0
498,499,United 18/29,United,26/08/2018,8/26/18 0:00,43338.0,0.921527778,-38.06141522,145.1179087,"10 NEWBERRY AVENUE, BONBEACH VIC 3196",3303088.0,CRM22,Low voltage AC (<1kV),Urban, - connection box,single phase,Started in or originated from a distribution system,LBRA only,0.2,No forecast,0.1,0.02,1212546.0,20180828UTD_04,"replaced 3 phase FMB on lis # 3303088, replaced 2w service to #10 Newberry Ave, height comp, issued 5 day defect on FMB left on, CIA and getting REC tomorrow to do repairs, NST tested and passed, also replaced 2 x 250a din phase white and blue phases",,7.62,0,Non forest,Non forest,6,6,0,4.983896732,94870,YMMB,MOORABBIN AWS,,49.4,15.1,10.1,0
1460,1461,Powercor 18/275,Powercor,0/01/1900,,,,-36.415106,141.6601939,"Winiam Rd, near the corner of D Manns Rd, Nhill 3418",,NHL015,22kV AC,Rural Long, - pole (wood),three phase,Started in or originated from a distribution system,HBRA only,1.0,Low-moderate,0.2,0.2,,20190607PWA_01 ,"Vic fire reported a pole fire at the incident location. 
On arrival the crew found  minor burning of the wooden pole top. 
The conductor stayed in position until crews arrived to perform repairs.
There were no reported injuries, and no ground fire.",,7.62,0,Non forest,Non forest,6,6,0,140.9973297,94827,YNHL,NHILL,,FALSE,FALSE,FALSE,1
1480,1481,PowerCor 19/77,PowerCor,25/11/2019,11/25/19 0:00,43794.0,0.744444444,-36.430198,145.11375,"515 Springvale Rd, Girgarre East VIC 3616, Australia",33097486.0,SHP014,22kV AC,Rural Long, - automatic circuit recloser (ACR),three phase,"Started by any tree, or part of a tree, falling upon or coming into contact with a distribution system",LBRA only,0.2,Severe,2.0,0.4,,20191126PWA_02 ,"Vicfire called in event at the incident location advising that there had been a fire possibly causing damage to a  PCA asset. On arrival the crew found a small branch entangled in the ACR structure. The ACR had tripped, but the branch was on the supply si",,7.62,0,Non forest,Non forest,6,6,0,110.8824997,95833,KYAB,KYABRAM,,60.8,21.8,20.4,1
1161,1162,Jamena 19/49,Jamena,7/01/2020,1/7/20 2:25,43837.10069,43837.10069,-37.610706,144.927917,"127 BRIDGEWATER ROAD, CRAIGIEBURN VIC 3064",,ST32,22kV AC,Urban, - crossarm (wood),three phase,Started in or originated from a distribution system,LBRA only,0.2,High,0.5,0.1,,20200107JEM_02,Pole top / crossarm fire,,7.62,0,Non forest,Non forest,6,6,0,193.532074,94867,TRNX,BMTC ANNEXE,,129.4,26.9,21.8,0
330,331,United 16/49,United,2/12/2016,12/2/16 0:00,42706.0,0.485416667,-38.10339542,145.127983,,3305954.0,CRM33,Low voltage AC (<1kV),Urban, - connector / termination,three phase,Started in or originated from a distribution system,LBRA only,0.2,Low-moderate,0.2,0.04,5098.0,20161214UTD_02,"LIS - 3305954 LV bundles terminat at pole, services IPC have caught fire, no fire at ground level. ",,7.62,0,Non forest,Non forest,6,6,0,3.98848629,94879,CRAN,CRANBOURNE,,47.7,25.5,24,1
101,102,Powercor 16/31,Powercor,9/09/2016,9/9/16 0:00,42622.0,0.620138889,-38.311549,142.42934,,33100239.0,KRT031,22kV AC,Urban, - connection box,three phase,"Started by any person, bird, reptile or other animal coming into contact with a distribution system",within area delineated on plan LEGL./16-354,4.6,No forecast,0.1,0.46,12420.0,20160915PWA_01,"A reclose occurred on the KRT031 CB at 1441 on 9/9/16. The customer at the incident location called to report they had no supply. On arrival the crew found a blown HV fuse on the substation, with a crow lodged on the Guthrie guard. The customer later repo",,7.62,0,Non forest,Non forest,6,6,0,36.87778854,94832,90172,WARRNAMBOOL AP,,104.6,16.7,12.6,0
1099,1100,Powercor 16/71,Powercor,5/12/2016,12/5/16 0:00,42709.0,0.229166667,-37.672583,143.45145,,33001737.0,BAS021,22kV AC,Rural Long, - crossarm (wood),three phase,Started in or originated from a distribution system,within area delineated on plan LEGL./16-354,4.6,Low-moderate,0.2,0.92,12622.0,20161212PWA_02,A person driving past a pole noticed the cross arm was on fire at the address below. On arrival the work crew found a cross arm had burnt off and the conductor was still alive in the air. There was no ground fire. No third party damage or injury was repor,,7.62,44,Eucalypt Medium Open,Native forest,2,2,1,333.7320862,94852,YBLT,BALLARAT,,47.7,25.5,24,1
423,424,Ausnet 18/53,Ausnet,16/11/2018,11/16/18 21:56,43420.91389,43420.91389,-38.19731899,146.525258,"45 LAFAYETTE STREET, TRARALGON VIC 3844",2603888.0,TGN43,Low voltage AC (<1kV),URBAN, - luminaires (minor road),single phase,Otherwise started by a distribution system,LBRA only,0.2,LOW-MODERATE,0.2,0.04,,20181205SPN_03,This is an older public light where the igniter or starter has failed causing a head fire. Failed head has been removed and replaced it with new.,,7.62,0,Non forest,Non forest,6,6,0,63.18370056,94891,YLTV,LATROBE VALLEY,,69.6,22,19.8,0
1462,1463,Powercor 16/133,Powercor,31/01/2017,1/31/17 0:00,42766.0,0.575,-36.33311,141.64399,,30077836.0,NHL016,Low voltage AC (<1kV),Rural Long, - underground service cable (residential),three phase,Started in or originated from a distribution system,LBRA only,0.2,High,0.5,0.1,12772.0,20170201PWA_02,"Vic Fire reported a service down and a ground fire at the incident location. On arrival the crew found that an LV neutral screen service had broken away from the roller at the POA, falling to the ground alive. The sparking service ignited some straw mulch",,7.62,0,Non forest,Non forest,6,6,0,127.6666565,94827,YNHL,NHILL,,33.2,26.5,23.4,0
753,754,Jamena 18/33,Jamena,29/03/2019,3/29/19 0:00,43553.0,0.895833333,-37.80396,144.869925,3A INDWE ST WEST FOOTSCRAY,,TH11,22kV AC,Urban, - crossarm (wood),three phase,Started in or originated from a distribution system,LBRA only,0.2,Very high,1.0,0.2,178847.0,20190402JEM_01,Pole top fire,,7.62,0,Non forest,Non forest,6,6,0,25.39953613,94868,MELB,MELBOURNE,,14.6,24.8,15.9,1
181,182,United 18/108,United,3/04/2019,4/3/19 0:00,43558.0,0.351550926,-38.37004636,145.0071546,"241 Arthurs Seat Rd, Red Hill",9863702.0,DMA15,22kV AC,Rural Short, - overhead conductor (bare; aluminium core steel reinforced),three phase,"Started by any person, bird, reptile or other animal coming into contact with a distribution system",HBRA only,1.0,High,0.5,0.5,1280756.0,20190416UTD_06,"LIS 9863702, opp 241 Arthurs Seat Rd, Crew insp pole, no damage to pole, grass fire at base of pole (approx 40m sq), fire caused by possum.  Fire out when crew arrived/MFB on site.  Fire report #02045.",,7.62,0,Non forest,Non forest,6,6,0,220.7240448,94898,CERB,CERBERUS AWS,,11.6,22,11.1,1
1590,1591,Powercor 18/223,Powercor,14/12/2018,14/12/2018,,,-35.92384742,144.2065061,Peaces Road corner Mansfield Bridge Road Leitchville,,CHA005,22kV AC,Rural Long, - pole (wood),three phase,Started in or originated from a distribution system,HBRA only,1.0,High,0.5,0.5,,20190408PWA_02 ,"Report of pole fire and ground fire at incident location. 
Crew found a pole fire had started a 1 acre grass fire, no property damage, no injuries.",,7.62,0,Non forest,Non forest,6,6,0,81.7213974,94844,YKER,KERANG,,117.3,25.7,22.1,1
189,190,United 17/98,United,18/03/2018,3/18/18 0:00,43177.0,0.722337963,-38.40357899,145.0696199,"3670 FRANKSTON-FLINDERS RD, MERRICKS",9648679.0,DMA15,22kV AC,Rural Short, - overhead conductor (bare; steel),three phase,"Started by any tree, or part of a tree, falling upon or coming into contact with a distribution system",HBRA only,1.0,Severe,2.0,2.0,5489.0,20180322UTD_01,"Large tree failed and brought down HV, 100m2 grass fire, LIS 9648679",,7.62,0,Non forest,Non forest,6,6,0,41.98132706,94898,CERB,CERBERUS AWS,,24.6,24.9,16.6,0
1715,1716,Powercor 18/207,Powercor,24/03/2019,24/03/2019,,,-34.311306,142.16585,CNR BOOBOOK AVE AND WESTCLIFFS AVE - redcliffs,,RCT023,22kV AC,Rural Long, - pole (wood),three phase,Started in or originated from a distribution system,LBRA only,0.2,High,0.5,0.1,,20190401PWA_01 ,"Report received of a pole fire at the incident location.
On arrival crew found that the top of the pole and crossarm had been  burnt.
There was no ground fire, no reported injuries or third party property damage.",,7.62,0,Non forest,Non forest,6,6,0,66.62825775,94693,YMIA,MILDURA,,14.6,24.8,15.9,0
1339,1340,Ausnet 16/54,Ausnet ,23/11/2016,11/23/16 17:25,42697.72569,42697.72569,-37.12512302,145.027419,,4701254.0,SMR4,22kV AC,RURAL SHORT, - fuse (EDO fuse),single phase,Otherwise started by a distribution system,within area delineated on plan LEGL./16-354,4.6,High,0.5,2.3,225404.0,20161124SPN_02,"On arrival to SMR BFD 205 substation, one HV fuse had candled and there was a tail hanging on the lightning arrestor but unable to determine if this had caused the fault. There were no deceased bird life or animals in vicinity.",,7.62,0,Non forest,Non forest,6,6,0,188.3912048,94860,KMG,KILMORE GAP AWS,,36.4,20.8,19.5,0
597,598,United 17/24,United,24/08/2017,8/24/17 0:00,42971.0,0.255347222,-38.02374192,145.1924694,80 ORDISH ROAD DANDENONG SOUTH,3425946.0,DSH33,22kV AC,Urban, - transformer (pole mounted),three phase,"Started by any person, bird, reptile or other animal coming into contact with a distribution system",LBRA only,0.2,No forecast,0.1,0.02,5306.0,20170912UTD_02,Removed large bird nest from top of tx. cleaned HV transformer bushings. Installed new centre phs bushing covers. LIS# 3425946.,,7.62,0,Non forest,Non forest,6,6,0,8.0,94870,YMMB,MOORABBIN AWS,,0,14.8,10.1,0
1650,1651,PowerCor 19/23,PowerCor,16/07/2019,7/16/19 0:00,43662.0,0.641666667,-35.261976,143.050568,2375 Springfield Rd Chillingollah 3585,32155903.0,SHL001,22kV AC,Rural Long, - pole (wood),three phase,Started in or originated from a distribution system,HBRA only,1.0,No forecast,0.1,0.1,,20190724PWA_02 ,A customer reported a wire hanging low in the mid air and smoke coming from the pole at the incident location. The attended crew found that the angle cross arm burnt through on the pole. The crew made the place safe and repairs completed. ,,7.62,0,Non forest,Non forest,6,6,0,55.51652145,94843,YSWH,SWAN HILL AWS,,52.8,15,7.7,0
1401,1402,Powercor 16/105,Powercor,10/01/2017,1/10/17 0:00,42745.0,0.78125,-36.755971,144.26065,,33021007.0,BET002,22kV AC,Rural Short, - dropper / bridge,three phase,"Started by any person, bird, reptile or other animal coming into contact with a distribution system",LBRA only,0.2,High,0.5,0.1,12716.0,20170116PWA_01,VICFIRE reported a grassfire at the incident location.  Dispatch contacted NAO at 17:41hrs. Upon arrival the crew noted the CFA leaving the scene after extinguishing a small grass fire which burnt an area of approximately 150m² behind Clark Rubber and Spo,,7.62,0,Non forest,Non forest,6,6,0,262.9660034,94855,YBDG,BENDIGO AWS,,33.2,26.5,23.4,1
356,357,United 17/109,United,12/04/2018,4/12/18 0:00,43202.0,0.001388889,-38.19215313,145.2068162,70 WEST ROAD LANGWARRIN SOUTH,3301177.0,HGS33,Low voltage AC (<1kV),Rural Short, - underground service cable (residential),two phase,"Started by any person, bird, reptile or other animal coming into contact with a distribution system",HBRA only,1.0,Very high,1.0,1.0,5512.0,20180427UTD_05,"LIS# 3301177 - Pole only slight schorch marks, person had tied chain around pole to remove car from trailer, which damaged assets and caused a small fire- few square meters under base of pole,  fire report 03822",,7.62,41,Eucalypt Medium Woodland,Native forest,1,2,1,67.66444397,94879,CRAN,CRANBOURNE,,19,21.8,10.9,1
1423,1424,Powercor 18/227,Powercor,4/11/2019,4/11/2019,,,-36.6027131,143.9429113,27 Main Street Bridgewater,,BET001,22kV AC,Rural Long, - crossarm (wood),three phase,Started in or originated from a distribution system,LBRA only,0.2,High,0.5,0.1,,20190409PWA_03 ,"Vic Fire reported pole on fire, sparks everywhere.
Crew found pole fire/burnt HV strain xarm, no ground fire, no property damage, no injuri",,7.62,0,Non forest,Non forest,6,6,0,137.6846008,94855,YBDG,BENDIGO AWS,,60.8,21.8,20.4,0
800,801,United 19/96,United,19/02/2020,2/19/20 0:00,43880.0,0.30755787,-37.88706947,145.0463189,"172A NEERIM ROAD, CARNEGIE VIC 3163",2328360.0,CFD26,11kV AC,Urban, - pole (wood),three phase,Started in or originated from a distribution system,LBRA only,0.2,High,0.5,0.1,1381586.0,20200304UTD_05,"refer to t/o #: 1381651 (part of larger fault) unable to group. pole fire due to glass disc insulator failure at pole lis#2328360. CFD26 was shortened, interupted, insulator replaced. fire report # 09421. ESV#13435748, LIS 2328360",500kV AC,7.62,0,Non forest,Non forest,6,6,0,44.27031326,94870,YMMB,MOORABBIN AWS,,75.8,24.4,17.9,0
68,69,Ausnet 17/52,Ausnet,28/11/2017,11/28/17 6:31,43067.27153,43067.27153,-38.55190147,146.126673,"20 BUTTERWORTHS ROAD, STONY CREEK VIC 3957",2013243.0,LGA13,12.7kV AC (SWER),RURAL LONG, - fuse (EDO fuse),single wire earth return (SWER),Otherwise started by a distribution system,HBRA only,1.0,LOW-MODERATE,0.2,0.2,231444.0,20180111SPN_06,EDO fuse tube candled.,,7.62,0,Non forest,Non forest,6,6,0,78.59160614,95854,ELLI,ELLINBANK,,46.2,25.9,22.8,0
480,481,United 19/47,United,10/12/2019,12/10/19 0:00,43809.0,0.286805556,-37.93007016,145.1018329,"18 THE PARADE, CLARINDA VIC 3169",2333349.0,CDA-SVTS,66kV AC,Urban, - crossarm (wood),three phase,Started in or originated from a distribution system,LBRA only,0.2,Low-moderate,0.2,0.04,,20200211UTD_01,End of Xarm burnt off... post type 11 shed grey porcelain.... No fire on arrival...Switched out line to replace Xarm.Pole # 2333349 - Wayne Highmore in attendance - O/S 18 The Parade Clarinda, - insulator tie wires / connections,7.62,0,Non forest,Non forest,6,6,0,57.18376541,94870,YMMB,MOORABBIN AWS,,4.4,24.6,24.7,0
1025,1026,Ausnet 16/116,Ausnet ,24/04/2017,4/24/17 2:30,42849.10417,42849.10417,-37.850995,145.260161,,1219519.0,BWR34,Low voltage AC (<1kV),URBAN, - lamps (minor road),single phase,Otherwise started by a distribution system,LBRA only,0.2,Low-moderate,0.2,0.04,227611.0,20170426SPN_01,Street light lantern caught fire. Internal fault in street light lantern.,,7.62,0,Non forest,Non forest,6,6,0,85.17868042,95867,SCOR,SCORESBY AWS,,142.7,20.8,10.8,0
424,425,Ausnet 18/73,Ausnet,29/12/2018,12/29/18 20:16,43463.84501,43463.84501,-38.19449798,146.544842,"14 PETERKIN STREET, TRARALGON VIC 3844",2604877.0,TGN42,22kV AC,URBAN, - connector / termination,three phase,Otherwise started by a distribution system,LBRA only,0.2,HIGH,0.5,0.1,,20190111SPN_07,Suspected drizzle rain after the hot and dry days caused possum proofing to catch fire.,,7.62,0,Non forest,Non forest,6,6,0,38.02057648,94891,YLTV,LATROBE VALLEY,,117.3,25.7,22.1,0
816,817,CitiPower 19/20,CitiPower,16/07/2019,7/16/19 0:00,43662.0,0.780555556,-37.794768,145.06377,"1122 BURKE ROAD,BALWYN NORTH,VIC,3104",30167864.0,L022,Low voltage AC (<1kV),Urban, - luminaires (major road),single phase,Started in or originated from a distribution system,LBRA only,0.2,No forecast,0.1,0.02,,20190724PWA_04 ,"MFB reported a pole fire at the above incident location. Upon crew arrival, they reported a faulty 150W public lighting head unit which had caught on fire. There was no reported injuries or ground fire. Crew organized a public lighting head unit to be rep",,7.62,0,Non forest,Non forest,6,6,0,27.65502739,94868,MELB,MELBOURNE,,52.8,15,7.7,1
1400,1401,Powercor 16/74,Powercor,12/12/2016,12/12/16 0:00,42716.0,0.625,-36.797263,144.343,,30041489.0,BGO013,22kV AC,Rural Short, - overhead conductor (bare; aluminium core steel reinforced),three phase,Started by any other thing forming part of or coming into contact with a distribution system,LBRA only,0.2,Low-moderate,0.2,0.04,12623.0,20161212PWA_03,"Vic Fire reported car hit a pole at 767 Strathfieldsaye Rd Strathfieldsaye.  They also reported a damaged cross-arm, wires down on road and footpath, burn marks on houses and a small grass fire.  On arrival the crew found that the HV cross-arm had broken,",,7.62,0,Non forest,Non forest,6,6,0,211.6972046,94855,YBDG,BENDIGO AWS,,47.7,25.5,24,1
