,Latitude_3,Longitude_3,Voltage_of_line_in_which__fire_,Location_multiplier,Danger_multiplier,Product_of_multipliers,COVER,HEIGHT,FOREST,Elevation,Monthly Avg Rainfall,Monthly Mean Max Temperature,Monthly Mean Solar Exposure,Is_Fire,day,month,year
1063,-37.825342,147.578088,Low voltage AC (<1kV),4.6,0.2,0.92,6,6,0,14.46715736,69.6,22,19.8,1,8,11,2018
1064,-37.81204025,147.628608,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,10.52574635,57.5,15.5,7.2,1,5,06,2019
1065,-37.78838,147.568701,22kV AC,4.6,0.1,0.46,6,6,0,60.43440247,57.5,15.5,7.2,1,30,06,2019
1066,-37.8256126,147.6361106,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,9.233501434,36.4,20.8,19.5,1,15,11,2016
1067,-37.74672,147.677339,22kV AC,4.6,0.2,0.92,6,6,0,158.737854,24.6,24.9,16.6,1,27,03,2018
1068,-37.89166802,147.676191,22kV AC,4.6,0.5,2.3,6,6,0,20.13325882,19,21.8,10.9,1,24,04,2018
1069,-37.82343799,147.65931,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,10.9250679,47.7,25.5,24,1,21,12,2016
1070,-37.87408001,147.858389,22kV AC,4.6,0.5,2.3,6,6,0,29.10617065,27.7,21.3,18.8,1,6,10,2019
1071,-37.813506,147.70864,22kV AC,4.6,0.2,0.92,6,6,0,40.05690384,129.4,26.9,21.8,1,23,01,2020
1072,-37.72465498,147.801942,22kV AC,4.6,0.1,0.46,6,6,0,48.51368713,43.4,20.7,18.3,1,15,10,2017
1073,-37.798773,147.877212,22kV AC,4.6,0.2,0.92,6,6,0,90.85405731,43.4,20.7,18.3,1,27,10,2017
1074,-37.81729398,147.736826,22kV AC,4.6,0.2,0.92,6,6,0,8.634530067,73.6,27.2,23.9,1,30,01,2018
1075,-37.796741,147.858083,22kV AC,4.6,0.5,2.3,6,6,0,61.65219879,33.2,26.5,23.4,1,7,01,2017
1076,-37.89621524,147.8552796,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,0.200000003,21.4,14.9,7.2,1,10,06,2017
1077,-37.85123599,148.039341,22kV AC,1.0,0.2,0.2,6,6,0,23.56783676,27.7,21.3,18.8,1,9,10,2019
1078,-37.86892199,147.996367,22kV AC,0.2,0.2,0.04,6,6,0,43.00830078,129.4,26.9,21.8,1,5,01,2020
1079,-37.85386608,147.9946685,22kV AC,4.6,0.2,0.92,6,6,0,60.85300446,129.4,26.9,21.8,1,17,01,2020
1080,-37.860394,148.036239,Low voltage AC (<1kV),1.0,0.1,0.1,6,6,0,51.2856636,30.8,14.9,7.6,1,28,06,2020
1081,-37.87923,147.987518,22kV AC,0.2,0.2,0.04,6,6,0,0.200000003,24.9,21.4,19.2,1,19,10,2018
1082,-37.878379,147.958151,22kV AC,4.6,0.5,2.3,5,5,1,40.01608658,12.6,28.4,25.6,1,28,01,2019
1083,-37.878379,147.958151,22kV AC,4.6,0.1,0.46,5,5,1,40.01608658,57.5,15.5,7.2,1,4,06,2019
1084,-37.86088901,148.034363,Low voltage AC (<1kV),1.0,0.1,0.1,6,6,0,53.24732208,46.7,17.8,12.6,1,4,09,2017
1085,-37.86074702,148.032825,22kV AC,1.0,0.5,0.5,6,6,0,54.58394241,1.2,27,20.8,1,18,02,2018
1086,-37.86807001,148.02096,22kV AC,0.2,0.1,0.02,6,6,0,59.95507813,72.2,17.6,7.3,1,1,05,2018
1087,-37.87498499,148.004977,22kV AC,0.2,0.1,0.02,6,6,0,2.117707491,69.4,15.9,10.1,1,18,08,2016
1088,-37.86030701,148.079971,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,34.72847366,69.4,15.9,10.1,1,27,08,2016
1089,-37.87654685,148.0050555,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,0.200000003,29.6,17.2,8.3,1,17,05,2017
1090,-37.871377,148.008042,22kV AC,4.6,0.1,0.46,6,6,0,6.504140377,29.6,17.2,8.3,1,31,05,2017
1091,-37.75414605,148.3241642,22kV AC,1.0,1.0,1.0,6,6,0,58.74684143,19,21.8,10.9,1,14,04,2018
1092,-37.744144,148.404318,22kV AC,1.0,0.5,0.5,6,6,0,60.51566696,1.2,27,20.8,1,24,02,2018
1093,-37.647258,141.023289,12.7kV AC (SWER),4.6,0.2,0.92,6,6,0,67.83834839,75.8,24.4,17.9,1,11,02,2020
1094,-37.719732,141.962853,Low voltage AC (<1kV),4.6,0.5,2.3,6,6,0,173.9085999,4.4,24.6,24.7,1,24,12,2019
1095,-37.676846,142.190673,Low voltage AC (<1kV),4.6,0.2,0.92,6,6,0,226.8049011,129.4,26.9,21.8,1,20,01,2020
1096,-37.635626,142.51184,22kV AC,4.6,0.2,0.92,6,6,0,256.7453918,75.8,24.4,17.9,1,17,02,2020
1097,-37.692286,143.008737,22kV AC,4.6,1.0,4.6,6,6,0,233.8246002,60.8,21.8,20.4,1,21,11,2019
1098,-37.566833,142.897703,22kV AC,4.6,3.5,16.1,6,6,0,279.9563904,4.4,24.6,24.7,1,30,12,2019
1099,-37.672583,143.45145,22kV AC,4.6,0.2,0.92,2,2,1,333.7320862,47.7,25.5,24,1,5,12,2016
1100,-37.67454,143.5252,22kV AC,4.6,0.5,2.3,6,6,0,440.3735046,33.2,26.5,23.4,1,28,01,2017
1101,-37.56442,143.763977,Low voltage AC (<1kV),4.6,0.5,2.3,6,6,0,418.0548706,129.4,26.9,21.8,1,18,01,2020
1102,-37.655204,143.671287,Low voltage AC (<1kV),4.6,2.0,9.2,6,6,0,359.2270508,129.4,26.9,21.8,1,31,01,2020
1105,-37.633869,143.57362,Low voltage AC (<1kV),19.8,0.1,1.98,2,2,1,432.276886,70.2,19.3,17.5,1,18,10,2016
1106,-37.5466537,143.911942,22kV AC,0.2,0.1,0.02,6,6,0,477.603241,52.8,15,7.7,1,4,07,2019
1107,-37.577635,143.839623,Low voltage AC (<1kV),0.2,2.0,0.4,6,6,0,422.5430908,4.4,24.6,24.7,1,20,12,2019
1108,-37.661551,143.83006,22kV AC,4.6,0.2,0.92,6,6,0,366.4420471,129.4,26.9,21.8,1,5,01,2020
1109,-37.551781,143.86858,22kV AC,0.2,1.0,0.2,6,6,0,460.5778503,78.2,22.9,14.4,1,13,03,2020
1110,-37.590632,143.96546,22kV AC,4.6,0.2,0.92,6,6,0,523.6870117,145.6,19.3,9.8,1,9,04,2020
1113,-37.59205,143.8656,22kV AC,4.6,1.0,4.6,6,6,0,452.5717773,47.7,25.5,24,1,25,12,2016
1114,-37.563884,143.83606,22kV AC,0.2,1.0,0.2,6,6,0,446.4768677,47.7,25.5,24,1,28,12,2016
1115,-37.616445,143.83525,Low voltage AC (<1kV),4.6,0.5,2.3,6,6,0,395.4754639,33.2,26.5,23.4,1,16,01,2017
1116,-37.580055,143.87713,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,436.83078,29.2,26.9,16.8,1,3,03,2017
1117,-37.657809,143.9722,22kV AC,4.6,0.5,2.3,6,6,0,483.2592773,29.2,26.9,16.8,1,8,03,2017
1118,-37.717533,144.03339,12.7kV AC (SWER),4.6,0.1,0.46,1,2,1,453.8562927,70.2,19.3,17.5,1,30,10,2016
1119,-37.576047,144.18446,22kV AC,4.6,0.5,2.3,6,6,0,520.7344971,47,25.9,20.5,1,16,02,2017
1120,-37.67324,144.418361,22kV AC,0.2,0.2,0.04,6,6,0,155.5370636,129.4,26.9,21.8,1,19,01,2020
1121,-37.547361,144.23272,12.7kV AC (SWER),1.0,0.2,0.2,1,2,1,586.265686,47.7,25.5,24,1,18,12,2016
1122,-37.688277,144.43618,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,104.197052,33.2,26.5,23.4,1,4,01,2017
1123,-37.67997,144.37969,22kV AC,1.0,0.5,0.5,6,6,0,126.9817123,33.2,26.5,23.4,1,23,01,2017
1124,-37.653133,144.31496,12.7kV AC (SWER),1.0,0.5,0.5,6,6,0,420.9988098,33.2,26.5,23.4,1,23,01,2017
1125,-37.6770172,144.432175,22kV AC,0.2,0.5,0.1,6,6,0,108.2021866,29.2,26.9,16.8,1,12,03,2017
1126,-37.68975778,144.4421307,Low voltage AC (<1kV),1.0,0.5,0.5,6,6,0,115.2835312,142.7,20.8,10.8,1,20,04,2017
1127,-37.66857,144.44512,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,99.44048309,142.7,20.8,10.8,1,21,04,2017
1128,-37.627231,144.517645,22kV AC,1.0,0.2,0.2,6,6,0,195.9322205,4.4,24.6,24.7,1,8,12,2019
1129,-37.677846,144.570968,Low voltage AC (<1kV),0.2,3.5,0.7,6,6,0,133.2437286,4.4,24.6,24.7,1,30,12,2019
1130,-37.61019,144.511436,22kV AC,1.0,0.5,0.5,6,6,0,219.0050354,4.4,24.6,24.7,1,31,12,2019
1131,-37.685589,144.586269,22kV AC,0.2,0.2,0.04,6,6,0,128.2734528,78.2,22.9,14.4,1,9,03,2020
1132,-37.568269,144.670656,22kV AC,1.0,0.5,0.5,6,6,0,330.9413147,75.8,24.4,17.9,1,23,02,2020
1133,-37.608629,144.59008,Low voltage AC (<1kV),1.0,0.1,0.1,6,6,0,227.7054443,69.4,15.9,10.1,1,1,08,2016
1134,-37.674726,144.57018,Low voltage AC (<1kV),0.2,1.0,0.2,6,6,0,137.5652313,33.2,26.5,23.4,1,7,01,2017
1135,-37.594813,144.46345,22kV AC,1.0,0.1,0.1,6,6,0,278.1016846,29.6,17.2,8.3,1,23,05,2017
1136,-37.711061,144.732534,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,104.158989,51.4,17.8,14.5,1,23,09,2019
1137,-37.722967,144.827395,22kV AC,0.2,0.5,0.1,6,6,0,69.25959778,4.4,24.6,24.7,1,31,12,2019
1138,-37.724091,144.836579,22kV AC,0.2,0.5,0.1,6,6,0,55.19145966,4.4,24.6,24.7,1,31,12,2019
1139,-37.703065,144.806132,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,80.42568207,145.6,19.3,9.8,1,13,04,2020
1140,-37.673758,144.866838,22kV AC,1.0,0.5,0.5,6,6,0,113.1672592,60.8,21.8,20.4,1,20,11,2019
1141,-37.7113,144.886413,22kV AC,0.2,1.0,0.2,6,6,0,84.03875732,60.8,21.8,20.4,1,21,11,2019
1142,-37.709095,144.909129,11kV AC,0.2,0.5,0.1,6,6,0,90.74193573,4.4,24.6,24.7,1,31,12,2019
1143,-37.643134,144.886622,22kV AC,0.2,0.5,0.1,6,6,0,148.1793671,4.4,24.6,24.7,1,31,12,2019
1144,-37.634433,144.817238,22kV AC,4.6,0.2,0.92,6,6,0,154.0,145.6,19.3,9.8,1,9,04,2020
1145,-37.715582,144.861841,22kV AC,0.2,0.1,0.02,6,6,0,67.36582184,30.8,14.9,7.6,1,3,06,2020
1149,-37.589086,144.742806,66kV AC,1.0,0.2,0.2,6,6,0,208.6687469,20.3,26,21.4,1,7,02,2019
1150,-37.673896,144.898562,22kV AC,0.2,1.0,0.2,6,6,0,103.0191193,14.6,24.8,15.9,1,29,03,2019
1151,-37.7187347,144.889755,22kV AC,0.2,1.0,0.2,6,6,0,77.81807709,1.2,27,20.8,1,28,02,2018
1152,-37.697292,144.880478,22kV AC,0.2,0.2,0.04,6,6,0,99.00063324,24.6,24.9,16.6,1,1,03,2018
1153,-37.705312,144.879788,Low voltage AC (<1kV),0.2,1.0,0.2,6,6,0,86.0,47.7,25.5,24,1,25,12,2016
1154,-37.706377,144.87896,22kV AC,0.2,0.5,0.1,6,6,0,83.89750671,33.2,26.5,23.4,1,18,01,2017
1155,-37.69612,144.885633,22kV AC,0.2,0.1,0.02,6,6,0,103.0,29.6,17.2,8.3,1,19,05,2017
1156,-37.648267,144.934311,66kV AC,0.2,0.5,0.1,6,6,0,151.2619934,4.4,24.6,24.7,1,29,12,2019
1157,-37.657906,144.956199,22kV AC,0.2,0.5,0.1,6,6,0,144.0648346,4.4,24.6,24.7,1,31,12,2019
1158,-37.702852,144.958814,22kV AC,0.2,0.5,0.1,6,6,0,77.90518951,4.4,24.6,24.7,1,31,12,2019
1159,-37.661403,144.921051,22kV AC,0.2,0.5,0.1,6,6,0,130.7451019,129.4,26.9,21.8,1,1,01,2020
1160,-37.704022,145.009935,22kV AC,0.2,0.2,0.04,6,6,0,97.99868011,129.4,26.9,21.8,1,5,01,2020
1161,-37.610706,144.927917,22kV AC,0.2,0.5,0.1,6,6,0,193.532074,129.4,26.9,21.8,1,7,01,2020
1162,-37.705601,145.009262,22kV AC,0.2,0.2,0.04,6,6,0,91.63530731,129.4,26.9,21.8,1,20,01,2020
1163,-37.703201,145.008742,22kV AC,0.2,0.2,0.04,6,6,0,95.88943481,129.4,26.9,21.8,1,21,01,2020
1164,-37.662578,144.957044,22kV AC,0.2,0.2,0.04,6,6,0,136.9676514,75.8,24.4,17.9,1,12,02,2020
1165,-37.718792,144.977871,22kV AC,0.2,0.5,0.1,6,6,0,69.85504913,75.8,24.4,17.9,1,19,02,2020
1166,-37.64533999,144.975601,Low voltage AC (<1kV),1.0,0.1,0.1,6,6,0,138.9736938,52.8,15,7.7,1,4,07,2019
1167,-37.70894698,145.050985,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,114.4036179,52.8,15,7.7,1,12,07,2019
1168,-37.68292769,145.1142345,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,120.5028305,52.8,15,7.7,1,28,07,2019
1169,-37.59246763,145.0153402,22kV AC,1.0,0.2,0.2,6,6,0,193.1281738,60.8,21.8,20.4,1,4,11,2019
1170,-37.68271594,145.0226474,22kV AC,0.2,0.2,0.04,6,6,0,109.8815765,60.8,21.8,20.4,1,26,11,2019
1171,-37.7103456,145.0522435,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,105.9725876,4.4,24.6,24.7,1,12,12,2019
1172,-37.69121329,145.1120191,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,93.13796234,129.4,26.9,21.8,1,7,01,2020
1173,-37.67282689,145.0017892,22kV AC,0.2,0.5,0.1,6,6,0,117.0002441,129.4,26.9,21.8,1,14,01,2020
1174,-37.71257498,145.082801,22kV AC,0.2,0.2,0.04,6,6,0,88.90489197,78.2,22.9,14.4,1,6,03,2020
1175,-37.712433,145.022768,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,74.64484406,117.3,25.7,22.1,1,25,12,2018
1176,-37.6483078,144.942322,22kV AC,0.2,0.2,0.04,6,6,0,151.7158356,14.6,24.8,15.9,1,19,03,2019
1177,-37.658243,144.970585,Low voltage AC (<1kV),0.2,1.0,0.2,6,6,0,130.5670166,14.6,24.8,15.9,1,25,03,2019
1178,-37.595049,144.921064,22kV AC,0.2,1.0,0.2,6,6,0,209.9771118,11.6,22,11.1,1,16,04,2019
1179,-37.60343298,145.094786,Low voltage AC (<1kV),1.0,0.1,0.1,6,6,0,166.0716553,49.4,15.1,10.1,1,3,08,2018
1180,-37.65118573,145.0165081,Low voltage AC (<1kV),0.2,0.1,0.02,6,6,0,128.9824066,49.4,15.1,10.1,1,4,08,2018
1181,-37.68280401,145.019626,22kV AC,0.2,0.2,0.04,6,6,0,108.0005798,24.9,21.4,19.2,1,19,10,2018
1182,-37.54309199,144.978584,22kV AC,4.6,0.2,0.92,6,6,0,233.0007935,24.9,21.4,19.2,1,22,10,2018
1183,-37.69958202,145.102686,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,42.64665985,24.9,21.4,19.2,1,31,10,2018
1184,-37.66962802,145.136478,Low voltage AC (<1kV),4.6,0.5,2.3,1,2,1,63.14677811,117.3,25.7,22.1,1,12,12,2018
1185,-37.70030798,145.097404,22kV AC,0.2,0.5,0.1,6,6,0,71.89522552,12.6,28.4,25.6,1,21,01,2019
1186,-37.68930269,145.1007679,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,50.15745544,20.3,26,21.4,1,6,02,2019
1187,-37.68211899,145.058966,22kV AC,0.2,0.5,0.1,6,6,0,106.4998169,20.3,26,21.4,1,24,02,2019
1188,-37.68253701,145.011773,Low voltage AC (<1kV),0.2,1.0,0.2,6,6,0,108.1577682,20.3,26,21.4,1,25,02,2019
1189,-37.66245012,145.0457539,Low voltage AC (<1kV),0.2,1.0,0.2,6,6,0,122.8338928,14.6,24.8,15.9,1,1,03,2019
1190,-37.64696499,145.036761,Low voltage AC (<1kV),0.2,2.0,0.4,6,6,0,129.5155182,14.6,24.8,15.9,1,3,03,2019
1191,-37.66648999,145.12125,Low voltage AC (<1kV),4.6,2.0,9.2,6,6,0,116.0163803,14.6,24.8,15.9,1,3,03,2019
1192,-37.64083102,145.028901,22kV AC,0.2,0.2,0.04,6,6,0,138.6560822,14.6,24.8,15.9,1,27,03,2019
1193,-37.71692802,145.080897,22kV AC,0.2,1.0,0.2,6,6,0,91.53063202,14.6,24.8,15.9,1,29,03,2019
1194,-37.66838,144.968336,22kV AC,0.2,0.1,0.02,6,6,0,126.1059036,35.6,14.5,7.9,1,13,07,2017
1195,-37.650006,144.961637,Low voltage DC (<1.5kV),0.2,0.1,0.02,6,6,0,143.8857269,35.6,14.5,7.9,1,27,07,2017
1196,-37.566647,144.915781,22kV AC,4.6,0.1,0.46,6,6,0,240.4424133,0,14.8,10.1,1,7,08,2017
1197,-37.72423,144.969208,22kV AC,0.2,0.5,0.1,6,6,0,68.0070343,1.2,27,20.8,1,22,02,2018
1198,-37.647383,144.944283,22kV AC,0.2,0.2,0.04,6,6,0,150.3915558,24.6,24.9,16.6,1,1,03,2018
1199,-37.702008,145.025045,22kV AC,0.2,0.1,0.02,6,6,0,102.8648071,72.2,17.6,7.3,1,10,05,2018
1200,-37.672089,145.126515,Low voltage AC (<1kV),4.6,0.1,0.46,2,2,1,117.431488,46.7,17.8,12.6,1,11,09,2017
1201,-37.63164698,145.045362,22kV AC,1.0,0.2,0.2,6,6,0,149.2028046,43.4,20.7,18.3,1,24,10,2017
1202,-37.71654843,145.09861,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,72.95735931,46.2,25.9,22.8,1,21,11,2017
1203,-37.62854879,145.0967915,22kV AC,1.0,0.2,0.2,6,6,0,151.0055847,46.2,25.9,22.8,1,29,11,2017
1204,-37.60055099,145.095581,Low voltage AC (<1kV),1.0,0.2,0.2,6,6,0,163.6937103,119.2,25,22.4,1,14,12,2017
1205,-37.69054693,145.1036043,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,75.21031952,119.2,25,22.4,1,18,12,2017
1206,-37.69176493,144.9604821,66kV AC,0.2,0.5,0.1,6,6,0,92.53475189,73.6,27.2,23.9,1,12,01,2018
1207,-37.66262901,145.015206,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,125.9623566,1.2,27,20.8,1,7,02,2018
1208,-37.683223,144.987261,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,105.2018585,1.2,27,20.8,1,7,02,2018
1209,-37.69064454,145.010055,22kV AC,0.2,1.0,0.2,6,6,0,100.2916946,1.2,27,20.8,1,14,02,2018
1210,-37.64165801,144.977833,22kV AC,1.0,0.5,0.5,6,6,0,139.9977112,1.2,27,20.8,1,24,02,2018
1211,-37.64918,145.025265,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,134.6530457,19,21.8,10.9,1,17,04,2018
1212,-37.68975099,145.00524,22kV AC,0.2,0.1,0.02,6,6,0,98.31544495,47.2,14.3,7.2,1,4,06,2018
1213,-37.7045,144.940088,11kV AC,0.2,0.1,0.02,6,6,0,86.0,70.2,19.3,17.5,1,26,10,2016
1214,-37.690959,144.975401,22kV AC,0.2,1.0,0.2,6,6,0,90.99997711,47.7,25.5,24,1,28,12,2016
1215,-37.662213,144.968447,22kV AC,0.2,0.5,0.1,6,6,0,131.999588,47.7,25.5,24,1,30,12,2016
1216,-37.602607,144.915223,Low voltage AC (<1kV),0.2,2.0,0.4,6,6,0,214.8573456,47,25.9,20.5,1,22,02,2017
1217,-37.669866,144.937932,Low voltage AC (<1kV),0.2,1.0,0.2,6,6,0,131.9907532,29.2,26.9,16.8,1,1,03,2017
1218,-37.703957,145.025029,22kV AC,0.2,0.1,0.02,6,6,0,102.0,21.4,14.9,7.2,1,20,06,2017
1219,-37.66563602,145.017755,22kV AC,0.2,0.1,0.02,6,6,0,120.0000305,69.4,15.9,10.1,1,2,08,2016
1220,-37.63081198,145.096591,22kV AC,1.0,0.5,0.5,6,6,0,149.4975586,36.4,20.8,19.5,1,4,11,2016
1221,-37.69026671,145.0425699,Extra low voltage DC (<120V ripple free),0.2,1.0,0.2,6,6,0,103.393692,36.4,20.8,19.5,1,21,11,2016
1222,-37.71351801,145.105409,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,56.88576126,47.7,25.5,24,1,29,12,2016
1223,-37.59310021,145.2426058,12.7kV AC (SWER),1.0,0.5,0.5,2,2,1,187.712204,4.4,24.6,24.7,1,19,12,2019
1224,-37.63743199,145.193929,22kV AC,1.0,0.5,0.5,6,6,0,74.93632507,4.4,24.6,24.7,1,31,12,2019
1225,-37.57023902,145.178272,22kV AC,1.0,2.0,2.0,6,6,0,192.7486267,129.4,26.9,21.8,1,31,01,2020
1226,-37.59356394,145.1618873,12.7kV AC (SWER),1.0,0.1,0.1,6,6,0,143.6815948,82.8,16.4,8.3,1,20,05,2020
1227,-37.69817168,145.1617987,22kV AC,0.2,0.1,0.02,6,6,0,61.11355972,49.4,15.1,10.1,1,29,08,2018
1228,-37.70475165,145.1603435,Low voltage AC (<1kV),0.2,0.2,0.04,6,6,0,51.82304382,117.3,25.7,22.1,1,19,12,2018
1229,-37.70299838,145.1641111,Low voltage AC (<1kV),0.2,1.0,0.2,6,6,0,48.99721909,117.3,25.7,22.1,1,27,12,2018
1230,-37.69969509,145.1587816,22kV AC,0.2,2.0,0.4,6,6,0,45.90093231,12.6,28.4,25.6,1,4,01,2019
1231,-37.66900802,145.161951,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,68.1503067,12.6,28.4,25.6,1,21,01,2019
1232,-37.699554,145.181313,22kV AC,0.2,2.0,0.4,6,6,0,104.4813004,20.3,26,21.4,1,3,02,2019
1233,-37.60195299,145.282825,22kV AC,1.0,2.0,2.0,2,2,1,214.9305878,20.3,26,21.4,1,3,02,2019
1234,-37.67168002,145.149732,Low voltage AC (<1kV),0.2,1.0,0.2,6,6,0,79.05493164,14.6,24.8,15.9,1,1,03,2019
1235,-37.65628098,145.369421,Low voltage AC (<1kV),0.2,2.0,0.4,6,6,0,91.30384827,14.6,24.8,15.9,1,3,03,2019
1236,-37.667964,145.189284,22kV AC,4.6,1.0,4.6,1,2,1,70.1145401,11.6,22,11.1,1,16,04,2019
1237,-37.67862302,145.14431,Low voltage AC (<1kV),0.2,2.0,0.4,6,6,0,76.82692719,73.6,27.2,23.9,1,19,01,2018
1238,-37.70734602,145.161749,22kV AC,0.2,1.0,0.2,6,6,0,72.92837524,29.2,26.9,16.8,1,15,03,2017
1239,-37.58342802,145.389691,22kV AC,4.6,0.2,0.92,6,6,0,155.0718079,129.4,26.9,21.8,1,25,01,2020
1240,-37.62468999,145.409632,Low voltage AC (<1kV),4.6,0.5,2.3,6,6,0,95.48975372,14.6,24.8,15.9,1,17,03,2019
1241,-37.60640698,145.412474,Low voltage AC (<1kV),4.6,0.2,0.92,6,6,0,109.4568634,46.2,25.9,22.8,1,21,11,2017
1242,-37.68940801,145.420031,Low voltage AC (<1kV),4.6,0.2,0.92,6,6,0,90.32514954,19,21.8,10.9,1,6,04,2018
1243,-37.56345701,145.503936,22kV AC,19.8,0.1,1.98,2,2,1,531.9859619,51.4,17.8,14.5,1,11,09,2019
1244,-37.66160898,145.529214,22kV AC,4.6,0.5,2.3,6,6,0,114.9706421,78.2,22.9,14.4,1,28,03,2020
1245,-37.65193902,145.518494,Low voltage AC (<1kV),0.2,0.1,0.02,5,5,1,81.54276276,30.8,14.9,7.6,1,26,06,2020
1246,-37.65883498,145.502208,Low voltage AC (<1kV),4.6,0.2,0.92,6,6,0,79.6033783,117.3,25.7,22.1,1,11,12,2018
1247,-37.65651599,145.517115,Low voltage AC (<1kV),0.2,2.0,0.4,6,6,0,112.9829254,24.6,24.9,16.6,1,17,03,2018
1248,-37.67173995,145.5071142,22kV AC,4.6,0.2,0.92,6,6,0,91.46635437,19,21.8,10.9,1,27,04,2018
1249,-37.61666002,145.521646,22kV AC,19.8,1.0,19.8,2,2,1,163.9243164,33.2,26.5,23.4,1,7,01,2017
1250,-37.6947795,145.803238,22kV AC,4.6,0.5,2.3,2,2,1,261.572876,4.4,24.6,24.7,1,19,12,2019
1251,-37.72441599,145.764393,22kV AC,4.6,1.0,4.6,6,6,0,217.7472687,14.6,24.8,15.9,1,1,03,2019
1252,-37.67416801,145.859786,Low voltage AC (<1kV),4.6,0.2,0.92,2,2,1,259.9070435,46.2,25.9,22.8,1,22,11,2017
1253,-37.69497501,148.390147,22kV AC,1.0,0.5,0.5,6,6,0,11.02140999,129.4,26.9,21.8,1,27,01,2020
1254,-37.653759,148.820938,22kV AC,1.0,0.5,0.5,2,2,1,162.9907684,75.8,24.4,17.9,1,25,02,2020
1255,-37.386286,141.563901,22kV AC,4.6,1.0,4.6,6,6,0,265.3409119,129.4,26.9,21.8,1,29,01,2020
1256,-37.527934,142.717057,22kV AC,4.6,0.2,0.92,6,6,0,263.3713074,75.8,24.4,17.9,1,14,02,2020
1257,-37.503308,142.81703,12.7kV AC (SWER),4.6,0.5,2.3,6,6,0,243.9216003,29.2,26.9,16.8,1,7,03,2017
1258,-37.452322,142.96902,12.7kV AC (SWER),4.6,0.5,2.3,6,6,0,334.4440918,29.2,26.9,16.8,1,7,03,2017
1259,-37.414448,143.12887,Low voltage AC (<1kV),4.6,0.1,0.46,6,6,0,332.4775085,68.6,14.6,7.2,1,15,07,2016
1260,-37.529538,143.86524,22kV AC,0.2,0.2,0.04,5,5,1,480.1751099,27.7,21.3,18.8,1,13,10,2019
1261,-37.40665,143.8938,22kV AC,4.6,1.0,4.6,6,6,0,443.0853882,60.8,21.8,20.4,1,21,11,2019
1262,-37.534065,143.885429,22kV AC,4.6,1.0,4.6,2,2,1,532.3959961,4.4,24.6,24.7,1,18,12,2019
1263,-37.443972,143.980466,Low voltage AC (<1kV),4.6,0.5,2.3,6,6,0,559.5427856,4.4,24.6,24.7,1,24,12,2019
1264,-37.535915,143.81932,22kV AC,0.2,0.2,0.04,6,6,0,459.4513855,129.4,26.9,21.8,1,5,01,2020
1265,-37.530055,143.888032,Low voltage AC (<1kV),4.6,0.5,2.3,2,2,1,496.374115,129.4,26.9,21.8,1,9,01,2020
1266,-37.53049,143.8344,Low voltage AC (<1kV),0.2,0.5,0.1,6,6,0,450.4009094,129.4,26.9,21.8,1,18,01,2020
1267,-37.538905,143.880409,22kV AC,0.2,0.5,0.1,6,6,0,500.9428711,75.8,24.4,17.9,1,23,02,2020
1268,-37.539458,143.82661,22kV AC,0.2,0.2,0.04,6,6,0,458.4253235,33.2,26.5,23.4,1,2,01,2017
1269,-37.51076,143.94556,Low voltage AC (<1kV),4.6,0.5,2.3,6,6,0,570.9025269,33.2,26.5,23.4,1,19,01,2017
1271,-37.429438,144.548219,22kV AC,4.6,0.5,2.3,2,2,1,526.2331543,129.4,26.9,21.8,1,2,01,2020
1272,-37.489586,144.5674,22kV AC,4.6,0.1,0.46,6,6,0,451.0,70.2,19.3,17.5,1,15,10,2016
1273,-37.423369,144.5202,22kV AC,4.6,0.1,0.46,2,2,1,639.3110962,70.2,19.3,17.5,1,15,10,2016
1274,-37.507833,144.58004,22kV AC,4.6,0.1,0.46,6,6,0,496.9815979,70.2,19.3,17.5,1,15,10,2016
